1.36.0-wmf.1	566
1.36.0-wmf.2	273
1.36.0-wmf.3	248
1.36.0-wmf.4	212
1.36.0-wmf.5	193
1.36.0-wmf.6	240
1.36.0-wmf.8	373
1.36.0-wmf.9	360
1.36.0-wmf.10	381
1.36.0-wmf.11	418
1.36.0-wmf.12	271
1.36.0-wmf.13	234
1.36.0-wmf.14	254
1.36.0-wmf.16	313
1.36.0-wmf.18	189
1.36.0-wmf.20	190
1.36.0-wmf.21	421
1.36.0-wmf.22	612
1.36.0-wmf.25	764
1.36.0-wmf.26	189
1.36.0-wmf.27	261
1.36.0-wmf.28	286
1.36.0-wmf.29	494
1.36.0-wmf.30	258
1.36.0-wmf.31	223
1.36.0-wmf.32	216
1.36.0-wmf.33	340
1.36.0-wmf.34	491
1.36.0-wmf.35	578
1.36.0-wmf.36	420
1.36.0-wmf.37	290
1.36.0-wmf.38	256
